Filename,Classifier,Feature Selection,Balancing,Cost Sensitive,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt
IBk_1.csv,IBk,none,none,none,28,0.0,0.0,0.0,0.018181818181818184,0.8333333333333334,0.0,-0.19611613513818402,0.0,0.0,0.0,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,0.3636591478696742,0.0,0.0,0.0,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,0.3636591478696742,0.0,0.0,0.0,0.2142857142857143,0.3571428571428572,0.33333333333333337,0.5333333333333333,0.5333333333333333,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6666666666666667,0.6666666666666667,0.5714285714285714,0.3999999999999999,0.3333333333333337,0.5,0.0,0.0,0.5864661654135337
IBk_10.csv,IBk,none,none,none,3,0.25,0.23076923076923078,0.24,0.21907462451605478,0.9325791855203619,0.3711102573953131,0.18454731684228676,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,1.0,1.0,1.0,0.6813427800269906,0.15384615384615385,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,1.0,1.0,1.0,0.7051282051282052,0.16666666666666663,0.3076923076923077,0.3846153846153846,0.46153846153846156,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,1.0,1.0,1,0.7044534412955465
IBk_11.csv,IBk,none,none,none,3,0.16666666666666666,0.047619047619047616,0.07407407407407407,0.19774669774669776,0.9461451247165533,0.09078251183514342,0.032009219983223994,0.1,0.2,0.3,0.4,0.5,0.6,0.65,0.7,0.7,0.7,0.75,0.8,0.8,0.9,0.9,0.9,0.95,0.95,1.0,0.6244575253924285,0.1,0.2,0.3,0.4,0.5,0.6,0.65,0.7,0.7,0.7,0.75,0.8,0.8,0.9,0.9,0.9,0.95,0.95,1.0,0.5085427384250099,0.125,0.21052631578947367,0.30000000000000004,0.38095238095238093,0.47619047619047616,0.5714285714285714,0.6190476190476191,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.7142857142857142,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.8125,0.5714285714285714,0.4999999999999998,0,0.0,0.6736842105263158
IBk_12.csv,IBk,none,none,none,2,0.4,0.07407407407407407,0.125,0.39214917027417023,0.9723905723905725,0.1377551020408163,0.12200276895767054,0.11538461538461539,0.15384615384615385,0.3076923076923077,0.34615384615384615,0.38461538461538464,0.5,0.5384615384615384,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9615384615384616,1.0,1.0,1.0,0.5211192316455474,0.11538461538461539,0.15384615384615385,0.3076923076923077,0.34615384615384615,0.38461538461538464,0.5,0.5384615384615384,0.5769230769230769,0.6153846153846154,0.6153846153846154,0.6538461538461539,0.7307692307692307,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9615384615384616,1.0,1.0,1.0,0.5052455341929026,0.16666666666666674,0.18181818181818188,0.33333333333333337,0.34615384615384615,0.37037037037037035,0.4814814814814814,0.5185185185185184,0.5555555555555555,0.5925925925925926,0.5925925925925926,0.6296296296296295,0.7037037037037036,0.7407407407407407,0.7222222222222221,0.7,0.7142857142857142,0.7499999999999997,0.49999999999999933,0.0,0.6336032388663968
IBk_13.csv,IBk,none,none,none,0,0.7142857142857143,0.22727272727272727,0.3448275862068966,0.5784206672266374,0.9781615033011681,0.3695969931092086,0.3679949163829158,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.4090909090909091,0.5,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,0.7081843423174693,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.4090909090909091,0.5,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,0.7087349612891408,0.3529411764705882,0.4,0.38095238095238093,0.40909090909090917,0.5,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.9090909090909091,0.8888888888888888,0.8750000000000001,0.7500000000000002,1.0,1,0.7177033492822966
IBk_14.csv,IBk,none,none,none,2,0.5,0.12,0.1935483870967742,0.35251221927034043,0.9300000000000002,0.21388831650525447,0.19965442171884926,0.12,0.16,0.28,0.4,0.44,0.6,0.68,0.72,0.8,0.8,0.8,0.88,0.88,0.88,0.88,0.92,0.96,0.96,1.0,0.6937208405629459,0.12,0.16,0.28,0.4,0.44,0.6,0.68,0.72,0.8,0.8,0.8,0.88,0.88,0.88,0.88,0.92,0.96,0.96,1.0,0.6453855793329477,0.16666666666666663,0.19047619047619047,0.29166666666666674,0.4,0.43999999999999995,0.6,0.68,0.72,0.8,0.8,0.8,0.88,0.88,0.88,0.7692307692307693,0.7142857142857144,0.7499999999999998,0.49999999999999933,1,0.6926315789473684
IBk_15.csv,IBk,none,none,none,3,0.16666666666666666,0.047619047619047616,0.07407407407407407,0.14975215497603556,0.9259259259259262,0.0907911802853437,0.03566337437590941,0.05,0.2,0.35,0.35,0.45,0.45,0.65,0.7,0.75,0.8,0.9,0.95,0.95,0.95,0.95,1.0,1.0,1.0,1.0,0.7135997889460493,0.05,0.2,0.35,0.35,0.45,0.45,0.65,0.7,0.75,0.8,0.9,0.95,0.95,0.95,0.95,1.0,1.0,1.0,1.0,0.5774106318427648,0.06666666666666676,0.22222222222222232,0.368421052631579,0.35,0.4285714285714285,0.4285714285714285,0.6190476190476191,0.6666666666666665,0.7142857142857142,0.7619047619047619,0.8571428571428571,0.9047619047619047,0.9047619047619047,0.8999999999999999,0.7777777777777777,0.8333333333333333,0.6666666666666664,0.5,0.0,0.7078947368421052
IBk_16.csv,IBk,none,none,none,1,0.4,0.06666666666666667,0.11428571428571428,0.3212935579272213,0.9403100775193801,0.12486147026228298,0.11266544867469283,0.1,0.13333333333333333,0.2,0.23333333333333334,0.26666666666666666,0.3,0.36666666666666664,0.43333333333333335,0.5,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.8,0.8333333333333334,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.4515860779847208,0.1,0.13333333333333333,0.2,0.23333333333333334,0.26666666666666666,0.3,0.36666666666666664,0.43333333333333335,0.5,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.8,0.8333333333333334,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.5088627750901877,0.15000000000000002,0.17391304347826086,0.23076923076923073,0.2500000000000001,0.27586206896551724,0.30000000000000004,0.3666666666666667,0.43333333333333335,0.5,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.7391304347826088,0.6153846153846154,0.5000000000000002,0.8,0.6666666666666667,0.5,1,0.5842105263157894
IBk_17.csv,IBk,none,none,none,10,0.08333333333333333,0.045454545454545456,0.058823529411764705,0.06905957301539116,0.9077733860342557,0.08674485505642841,-0.010163681363976405,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9545454545454546,1.0,1.0,1.0,0.4359837992109461,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.2727272727272727,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9545454545454546,1.0,1.0,1.0,0.5888944850163687,0.05263157894736836,0.045454545454545414,0.09090909090909094,0.13636363636363635,0.2727272727272727,0.36363636363636365,0.40909090909090917,0.4545454545454546,0.6363636363636364,0.6363636363636364,0.7272727272727273,0.7727272727272727,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9545454545454546,1.0,1.0,1,0.5885167464114832
IBk_2.csv,IBk,none,none,none,26,0.034482758620689655,0.5,0.06451612903225806,0.029113256153201535,0.9299999999999999,0.6323529411764707,0.10165071690822917,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5789473684210527,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5789473684210527,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1,0.5789473684210527
