Filename,Classifier,Feature Selection,Balancing,Cost Sensitive,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt
IBk_1.csv,IBk,none,none,none,23,0.3194444444444444,0.38333333333333336,0.3484848484848485,0.27804420350291914,0.8868289637952559,0.521721034285417,0.18664573905180823,0.1,0.16666666666666666,0.25,0.31666666666666665,0.36666666666666664,0.4,0.43333333333333335,0.5333333333333333,0.6666666666666666,0.7,0.8333333333333334,0.9166666666666666,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.6750329374535703,0.1,0.16666666666666666,0.25,0.31666666666666665,0.36666666666666664,0.4,0.43333333333333335,0.5333333333333333,0.6666666666666666,0.7,0.8333333333333334,0.9166666666666666,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.6750329374535703,0.16216216216216217,0.2222222222222222,0.2941176470588235,0.34545454545454546,0.3728813559322033,0.4,0.43333333333333335,0.5333333333333333,0.6666666666666666,0.7,0.8333333333333334,0.9166666666666666,0.9454545454545454,1.0,1.0,1.0,1.0,1.0,1,0.6649122807017543
IBk_2.csv,IBk,none,none,none,20,0.2753623188405797,0.40425531914893614,0.3275862068965517,0.23723143506966676,0.904221112403366,0.5456646126760564,0.20846127888135405,0.19148936170212766,0.2765957446808511,0.3617021276595745,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.425531914893617,0.44680851063829785,0.46808510638297873,0.5319148936170213,0.6382978723404256,0.7659574468085106,0.8297872340425532,0.8936170212765957,0.9787234042553191,1.0,1.0,0.5709967611361624,0.19148936170212766,0.2765957446808511,0.3617021276595745,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.40425531914893614,0.425531914893617,0.44680851063829785,0.46808510638297873,0.5319148936170213,0.6382978723404256,0.7659574468085106,0.8297872340425532,0.8936170212765957,0.9787234042553191,1.0,1.0,0.5634577320866926,0.28125,0.32499999999999996,0.3777777777777779,0.4042553191489362,0.4042553191489362,0.4042553191489362,0.4042553191489362,0.4042553191489362,0.42553191489361697,0.44680851063829785,0.46808510638297873,0.5319148936170213,0.6382978723404256,0.7659574468085106,0.7647058823529411,0.7499999999999999,0.909090909090909,1.0,1,0.5699888017917133
IBk_3.csv,IBk,none,none,none,31,0.20634920634920634,0.325,0.2524271844660194,0.17295933725954007,0.8898367952522256,0.4704621398398588,0.1458073277292973,0.15,0.25,0.325,0.325,0.325,0.325,0.325,0.35,0.45,0.55,0.575,0.675,0.825,0.875,0.925,0.95,0.975,1.0,1.0,0.6195361393249206,0.15,0.25,0.325,0.325,0.325,0.325,0.325,0.35,0.45,0.55,0.575,0.675,0.825,0.875,0.925,0.95,0.975,1.0,1.0,0.5868242496705101,0.1875,0.26315789473684215,0.32499999999999996,0.32499999999999996,0.32499999999999996,0.32499999999999996,0.32499999999999996,0.35,0.44999999999999996,0.55,0.575,0.675,0.825,0.875,0.925,0.9259259259259258,0.923076923076923,1.0,1,0.5881578947368421
IBk_4.csv,IBk,none,none,none,24,0.2537313432835821,0.37777777777777777,0.30357142857142855,0.21971244791813482,0.9132969034608378,0.5255845807650914,0.2038664768245611,0.17777777777777778,0.2222222222222222,0.28888888888888886,0.3333333333333333,0.37777777777777777,0.4888888888888889,0.5777777777777777,0.6444444444444445,0.6444444444444445,0.6888888888888889,0.7555555555555555,0.8,0.9333333333333333,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,0.6860290085411478,0.17777777777777778,0.2222222222222222,0.28888888888888886,0.3333333333333333,0.37777777777777777,0.4888888888888889,0.5777777777777777,0.6444444444444445,0.6444444444444445,0.6888888888888889,0.7555555555555555,0.8,0.9333333333333333,0.9555555555555556,1.0,1.0,1.0,1.0,1.0,0.6821769871834057,0.22857142857142865,0.24390243902439024,0.28888888888888886,0.33333333333333326,0.37777777777777777,0.48888888888888893,0.5777777777777777,0.6444444444444445,0.6444444444444445,0.6888888888888889,0.7555555555555555,0.8,0.9333333333333333,0.9555555555555556,1.0,1.0,1.0,1.0,1,0.6783625730994153
IBk_BestFirst(backward)_1.csv,IBk,BestFirst(backward),none,none,28,0.2911392405063291,0.38333333333333336,0.33093525179856115,0.2548854002808247,0.8706616729088639,0.5162491356842722,0.15697494766277803,0.0847457627118644,0.13559322033898305,0.23728813559322035,0.3050847457627119,0.3728813559322034,0.3898305084745763,0.3898305084745763,0.4067796610169492,0.4067796610169492,0.4067796610169492,0.4067796610169492,0.4406779661016949,0.5254237288135594,0.6610169491525424,0.6779661016949152,0.864406779661017,0.9322033898305084,0.9661016949152542,1.0,0.3741505827012464,0.0847457627118644,0.13559322033898305,0.23728813559322035,0.3050847457627119,0.3728813559322034,0.3898305084745763,0.3898305084745763,0.4067796610169492,0.4067796610169492,0.4067796610169492,0.4067796610169492,0.4406779661016949,0.5254237288135594,0.6610169491525424,0.6779661016949152,0.864406779661017,0.9322033898305084,0.9661016949152542,1.0,0.3192861488894443,0.1351351351351351,0.1777777777777777,0.27450980392156865,0.3272727272727274,0.3728813559322034,0.3833333333333334,0.3833333333333334,0.4,0.4,0.4,0.4,0.43333333333333324,0.4727272727272728,0.36363636363636365,0.09090909090909094,0.3571428571428572,0.4444444444444442,0.24999999999999956,0.0,0.5057983942908117
IBk_BestFirst(backward)_2.csv,IBk,BestFirst(backward),none,none,16,0.22857142857142856,0.3404255319148936,0.27350427350427353,0.20015257190384708,0.8854758158308818,0.4822046320727059,0.14202320659672343,0.14893617021276595,0.2553191489361702,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.3829787234042553,0.425531914893617,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7872340425531915,0.8297872340425532,0.8936170212765957,0.9574468085106383,1.0,0.43350945726283313,0.14893617021276595,0.2553191489361702,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.3829787234042553,0.425531914893617,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7872340425531915,0.8297872340425532,0.8936170212765957,0.9574468085106383,1.0,0.47626561627739095,0.21875,0.30000000000000004,0.3555555555555555,0.34042553191489366,0.34042553191489366,0.34042553191489366,0.34042553191489366,0.34042553191489366,0.36170212765957444,0.3829787234042553,0.42553191489361697,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7058823529411764,0.5999999999999999,0.5454545454545453,0.6000000000000006,1,0.522956326987682
IBk_BestFirst(backward)_3.csv,IBk,BestFirst(backward),none,none,35,0.23943661971830985,0.425,0.3063063063063063,0.19982006695025276,0.8993323442136499,0.5643732770250454,0.20855072994699608,0.225,0.3,0.375,0.425,0.425,0.45,0.55,0.65,0.675,0.75,0.85,0.925,0.95,0.975,1.0,1.0,1.0,1.0,1.0,0.7272404329537295,0.225,0.3,0.375,0.425,0.425,0.45,0.55,0.65,0.675,0.75,0.85,0.925,0.95,0.975,1.0,1.0,1.0,1.0,1.0,0.7156336565096953,0.28125,0.3157894736842106,0.375,0.42500000000000004,0.42500000000000004,0.44999999999999996,0.55,0.65,0.675,0.75,0.85,0.925,0.95,0.975,1.0,1.0,1.0,1.0,1,0.7118421052631579
IBk_BestFirst(backward)_4.csv,IBk,BestFirst(backward),none,none,4,0.2833333333333333,0.37777777777777777,0.3238095238095238,0.2444799903071515,0.925197328476017,0.529074529074529,0.23018525497960102,0.26666666666666666,0.28888888888888886,0.3333333333333333,0.37777777777777777,0.4666666666666667,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6888888888888889,0.7111111111111111,0.8,0.8888888888888888,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.7029126811372722,0.26666666666666666,0.28888888888888886,0.3333333333333333,0.37777777777777777,0.4666666666666667,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6888888888888889,0.7111111111111111,0.8,0.8888888888888888,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.6967214784929804,0.34285714285714297,0.31707317073170727,0.33333333333333326,0.37777777777777777,0.4666666666666667,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6888888888888889,0.7111111111111111,0.8,0.8888888888888888,0.9333333333333333,1.0,1.0,1.0,1.0,1,0.6912280701754385
IBk_BestFirst(backward)_SensitiveThreshold_1.csv,IBk,BestFirst(backward),none,SensitiveThreshold,28,0.2911392405063291,0.38333333333333336,0.33093525179856115,0.2548854002808247,0.8584269662921349,0.5162491356842722,0.15697494766277803,0.0847457627118644,0.13559322033898305,0.23728813559322035,0.3050847457627119,0.3728813559322034,0.3898305084745763,0.3898305084745763,0.4406779661016949,0.5423728813559322,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6779661016949152,0.864406779661017,0.9322033898305084,0.9661016949152542,1.0,0.3741505827012464,0.0847457627118644,0.13559322033898305,0.23728813559322035,0.3050847457627119,0.3728813559322034,0.3898305084745763,0.3898305084745763,0.4406779661016949,0.5423728813559322,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6779661016949152,0.864406779661017,0.9322033898305084,0.9661016949152542,1.0,0.37343287935196423,0.1351351351351351,0.1777777777777777,0.27450980392156865,0.3272727272727274,0.3728813559322034,0.3833333333333334,0.3833333333333334,0.43333333333333324,0.5333333333333334,0.65,0.65,0.65,0.6181818181818182,0.36363636363636365,0.09090909090909094,0.3571428571428572,0.4444444444444442,0.24999999999999956,0.0,0.56021409455843
IBk_BestFirst(backward)_SensitiveThreshold_2.csv,IBk,BestFirst(backward),none,SensitiveThreshold,16,0.22857142857142856,0.3404255319148936,0.27350427350427353,0.19894797939490677,0.8854758158308818,0.4822046320727059,0.14202320659672343,0.14893617021276595,0.2553191489361702,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.3617021276595745,0.40425531914893614,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7872340425531915,0.8297872340425532,0.8936170212765957,0.9574468085106383,1.0,0.43350945726283313,0.14893617021276595,0.2553191489361702,0.3404255319148936,0.3404255319148936,0.3617021276595745,0.3617021276595745,0.40425531914893614,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7872340425531915,0.8297872340425532,0.8936170212765957,0.9574468085106383,1.0,0.49642239119340426,0.21875,0.30000000000000004,0.3555555555555555,0.34042553191489366,0.36170212765957444,0.36170212765957444,0.4042553191489362,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.44680851063829785,0.5319148936170213,0.5957446808510638,0.723404255319149,0.7058823529411764,0.5999999999999999,0.5454545454545453,0.6000000000000006,1,0.5431131019036954
