Name, Release, LOC, #Comments, #Revisions, #Auth, #Fix, LOC touched, LOC added, MAX LOC added, AVG LOC added, churn, MAX churn, AVG churn, Buggy
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,1,137,34,4,2,0,333,235,137,58,139,137,34,NO
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,1,244,33,5,2,0,436,340,252,68,262,252,52,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1,1026,220,14,3,0,1466,1246,545,89,1026,545,73,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,1,92,20,3,3,0,150,121,81,40,92,81,30,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,1,180,45,4,2,0,210,195,168,48,180,168,45,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,1,471,112,9,3,0,795,633,487,70,551,487,61,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,1,204,60,5,3,0,216,210,124,42,204,124,40,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,1,551,78,7,3,0,691,621,536,88,557,536,79,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,1,149,35,5,3,0,187,168,133,33,149,133,29,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,1,157,24,3,3,0,171,164,151,54,157,151,52,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,1,147,41,1,1,0,147,147,147,147,147,147,147,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,1,137,94,5,3,0,401,269,126,53,141,126,28,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,1,271,33,4,3,0,289,280,249,70,271,249,67,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,1,548,304,9,3,0,1532,1040,410,115,548,410,60,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,1,728,335,6,2,0,1134,931,714,155,882,714,147,YES
