Name,Size,Predicted %,Actual value
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,6.613756613756613E-4,NO
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,274,6.613756613756613E-4,NO
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,461,0.9993386243386243,YES
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,138,6.613756613756613E-4,NO
bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,358,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1248,6.613756613756613E-4,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,51,1.6550810989738498E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieCriticalThread.java,45,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,157,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,31,8.276775368316505E-5,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,1008,0.9993386243386243,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieThread.java,55,0.9993386243386243,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,204,0.9993386243386243,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannelBase.java,55,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedReadChannel.java,103,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,83,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,262,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryKey.java,83,6.613756613756613E-4,NO
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,867,6.613756613756613E-4,YES
bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,2.206531332744925E-4,NO
