@relation bookkeeper_Training_1

@attribute LOC numeric
@attribute num_comments numeric
@attribute num_revisions numeric
@attribute num_auth numeric
@attribute num_fix numeric
@attribute LOC_touched numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute AVG_LOC_added numeric
@attribute churn numeric
@attribute MAX_churn numeric
@attribute AVG_churn numeric
@attribute buggy {'YES', 'NO'}

@data
137,34,4,2,0,333,235,137,58,139,137,34,NO
244,33,5,2,0,436,340,252,68,262,252,52,NO
1026,220,14,3,0,1466,1246,545,89,1026,545,73,YES
92,20,3,3,0,150,121,81,40,92,81,30,YES
180,45,4,2,0,210,195,168,48,180,168,45,NO
471,112,9,3,0,795,633,487,70,551,487,61,YES
204,60,5,3,0,216,210,124,42,204,124,40,YES
551,78,7,3,0,691,621,536,88,557,536,79,YES
149,35,5,3,0,187,168,133,33,149,133,29,YES
157,24,3,3,0,171,164,151,54,157,151,52,YES
147,41,1,1,0,147,147,147,147,147,147,147,NO
137,94,5,3,0,401,269,126,53,141,126,28,YES
271,33,4,3,0,289,280,249,70,271,249,67,NO
548,304,9,3,0,1532,1040,410,115,548,410,60,YES
728,335,6,2,0,1134,931,714,155,882,714,147,YES
205,51,4,2,0,219,212,204,53,205,204,51,YES
50,17,2,2,0,56,53,50,26,50,50,25,NO
185,40,5,3,0,229,207,184,41,185,184,37,YES
61,49,3,3,0,71,66,61,22,61,61,20,YES
157,62,8,3,0,263,210,167,26,181,167,22,YES
81,47,4,3,0,103,92,80,23,81,80,20,NO
84,31,3,2,0,182,133,83,44,84,83,28,NO
762,225,12,3,0,2162,1462,547,121,770,547,64,YES
248,68,7,3,0,328,288,198,41,252,198,36,YES
169,48,9,3,0,295,232,140,25,171,140,19,NO
196,51,6,3,0,252,224,178,37,196,178,32,YES
67,17,4,3,0,85,76,67,19,67,67,16,NO
165,40,4,3,0,199,182,138,45,165,138,41,YES
173,33,4,3,0,213,193,170,48,173,170,43,YES
103,25,6,2,0,151,127,101,21,107,101,17,YES
78,27,1,1,0,78,78,78,78,78,78,78,YES
87,28,2,2,0,89,88,87,44,87,87,43,YES
85,24,2,2,0,87,86,85,43,85,85,42,NO
105,58,2,1,0,107,106,61,53,105,61,52,YES
216,136,4,2,0,232,224,216,56,216,216,54,YES
377,199,4,2,0,417,397,377,99,377,377,94,YES
253,90,2,1,0,257,255,251,127,253,251,126,YES
193,62,1,1,0,193,193,193,193,193,193,193,YES
514,156,1,1,0,514,514,514,514,514,514,514,YES
204,65,1,1,0,204,204,204,204,204,204,204,NO
144,110,1,1,0,144,144,144,144,144,144,144,YES
98,34,1,1,0,98,98,98,98,98,98,98,NO
181,31,7,3,0,225,203,178,29,189,178,27,YES
154,78,4,3,0,170,162,75,40,154,75,38,YES
393,53,11,3,0,585,489,209,44,399,209,36,YES
132,55,3,3,0,146,139,75,46,132,75,44,NO
533,105,8,3,0,579,556,521,69,535,521,66,NO
603,116,9,3,0,763,683,573,75,607,573,67,YES
148,15,1,1,0,148,148,148,148,148,148,148,NO
174,60,3,2,0,194,184,173,61,174,173,58,NO
148,53,3,2,0,168,158,147,52,148,147,49,NO
92,44,6,3,0,1576,834,763,139,1442,763,240,NO
234,37,6,3,0,642,438,209,73,234,209,39,YES
54,25,3,3,0,64,59,54,19,54,54,18,NO
38,20,2,2,0,48,43,38,21,38,38,19,NO
98,42,2,2,0,106,102,98,51,98,98,49,NO
39,17,3,2,0,59,49,38,16,39,38,13,NO
69,34,3,3,0,127,98,94,32,119,94,39,NO
94,46,1,1,0,94,94,94,94,94,94,94,NO
72,36,1,1,0,72,72,72,72,72,72,72,NO
42,33,1,1,0,42,42,42,42,42,42,42,NO
48,37,3,2,0,64,56,48,18,48,48,16,NO
63,48,2,2,0,71,67,63,33,63,63,31,NO
237,189,2,2,0,277,257,237,128,237,237,118,NO
133,21,3,2,0,145,139,133,46,133,133,44,NO
137,23,4,2,0,163,150,136,37,137,136,34,NO
177,28,3,2,0,185,181,176,60,177,176,59,NO
46,17,2,2,0,48,47,46,23,46,46,23,NO
128,24,5,3,0,146,137,127,27,128,127,25,NO
149,61,3,2,0,155,152,148,50,149,148,49,NO
58,29,2,2,0,60,59,58,29,58,58,29,NO
149,58,2,2,0,155,152,149,76,149,149,74,NO
74,23,2,2,0,82,78,74,39,74,74,37,NO
37,22,1,1,0,37,37,37,37,37,37,37,NO
38,23,2,2,0,42,40,38,20,38,38,19,NO
39,24,2,2,0,41,40,39,20,39,39,19,NO
96,37,4,2,0,118,107,95,26,96,95,24,NO
88,37,3,2,0,94,91,87,30,88,87,29,NO
71,26,4,2,0,85,78,70,19,71,70,17,NO
114,42,4,2,0,132,123,113,30,114,113,28,NO
336,150,6,3,0,492,414,329,69,336,329,56,NO
84,30,4,2,0,102,93,83,23,84,83,21,NO
58,20,3,2,0,68,63,58,21,58,58,19,NO
123,49,4,2,0,137,130,122,32,123,122,30,YES
369,146,1,1,0,369,369,369,369,369,369,369,YES
231,90,5,2,0,255,243,224,48,231,224,46,YES
586,175,4,2,0,704,645,585,161,586,585,146,YES
366,131,5,2,0,414,390,365,78,366,365,73,NO
99,38,4,2,0,117,108,98,27,99,98,24,YES
41,18,1,1,0,41,41,41,41,41,41,41,NO
66,20,2,2,0,92,79,65,39,66,65,33,NO
54,28,3,3,0,56,55,45,18,54,45,18,NO
47,36,2,2,0,55,51,47,25,47,47,23,NO
183,63,4,3,0,223,203,185,50,187,185,46,NO
49,17,1,1,0,49,49,49,49,49,49,49,NO
50,17,1,1,0,50,50,50,50,50,50,50,NO
98,17,2,2,0,102,100,97,50,98,97,49,NO
138,48,1,1,0,138,138,138,138,138,138,138,NO
43,17,1,1,0,43,43,43,43,43,43,43,NO
42,17,1,1,0,42,42,42,42,42,42,42,NO
56,21,1,1,0,56,56,56,56,56,56,56,NO
162,27,2,2,0,164,163,162,81,162,162,81,NO
6367,141,2,2,0,18077,12222,6127,6111,6367,6095,3183,NO
153,33,2,2,0,157,155,153,77,153,153,76,NO
43,20,1,1,0,43,43,43,43,43,43,43,NO
41,21,2,2,0,43,42,41,21,41,41,20,NO
105,18,3,2,0,205,155,104,51,105,104,35,NO
105,17,5,3,0,191,148,103,29,105,103,21,NO
92,17,4,3,0,160,126,91,31,92,91,23,NO
101,18,3,2,0,201,151,100,50,101,100,33,NO
45,19,1,1,0,45,45,45,45,45,45,45,NO
289,49,2,2,0,291,290,289,145,289,289,144,NO
32,17,2,2,0,38,35,31,17,32,31,16,NO
111,20,1,1,0,111,111,111,111,111,111,111,NO
35,20,2,2,0,37,36,35,18,35,35,17,NO
81,18,1,1,0,81,81,81,81,81,81,81,NO
27,17,1,1,0,27,27,27,27,27,27,27,NO
28,17,1,1,0,28,28,28,28,28,28,28,NO
29,17,2,2,0,31,30,29,15,29,29,14,NO
566,151,4,3,0,634,600,561,150,566,561,141,NO
64,17,2,2,0,96,80,64,40,64,64,32,NO
29,21,2,2,0,31,30,29,15,29,29,14,NO
64,17,2,2,0,66,65,64,32,64,64,32,NO
37,27,2,2,0,43,40,37,20,37,37,18,NO
68,17,2,2,0,90,79,68,39,68,68,34,NO
154,32,3,2,0,176,165,153,55,154,153,51,NO
72,17,2,2,0,74,73,72,36,72,72,36,NO
385,64,6,3,0,415,400,364,66,385,364,64,NO
76,30,2,2,0,80,78,76,39,76,76,38,NO
159,31,3,2,0,167,163,158,54,159,158,53,NO
737,126,3,2,0,1035,886,736,295,737,736,245,NO
74,17,2,2,0,78,76,74,38,74,74,37,NO
94,24,3,2,0,100,97,93,32,94,93,31,NO
22,17,1,1,0,22,22,22,22,22,22,22,NO
427,64,3,2,0,451,439,426,146,427,426,142,NO
62,17,1,1,0,62,62,62,62,62,62,62,NO
58,22,2,2,0,60,59,58,29,58,58,29,NO
91,70,2,2,0,101,96,91,48,91,91,45,NO
27,22,2,2,0,29,28,27,14,27,27,13,NO
77,30,2,2,0,81,79,77,39,77,77,38,NO
704,246,3,2,0,780,742,703,247,704,703,234,NO
63,45,2,2,0,71,67,63,33,63,63,31,NO
37,17,1,1,0,37,37,37,37,37,37,37,NO
64,29,2,2,0,66,65,64,32,64,64,32,NO
124,19,2,2,0,130,127,124,63,124,124,62,NO
160,23,4,2,0,174,167,159,41,160,159,40,NO
36,17,2,2,0,46,41,36,20,36,36,18,NO
58,18,2,2,0,62,60,57,30,58,57,29,NO
62,17,1,1,0,62,62,62,62,62,62,62,NO
130,32,4,2,0,154,142,129,35,130,129,32,NO
74,21,2,2,0,78,76,73,38,74,73,37,NO
83,17,3,2,0,89,86,82,28,83,82,27,NO
74,20,1,1,0,74,74,74,74,74,74,74,NO
48,28,2,2,0,52,50,48,25,48,48,24,NO
60,27,2,2,0,62,61,60,30,60,60,30,NO
70,25,3,2,0,82,76,70,25,70,70,23,NO
183,26,4,2,0,221,202,180,50,183,180,45,NO
53,20,1,1,0,53,53,53,53,53,53,53,NO
452,81,4,2,0,492,472,450,118,452,450,113,NO
39,17,1,1,0,39,39,39,39,39,39,39,NO
78,23,2,2,0,86,82,78,41,78,78,39,NO
64,26,2,2,0,66,65,64,32,64,64,32,NO
31,23,2,2,0,33,32,31,16,31,31,15,NO
57,45,2,2,0,65,61,57,30,57,57,28,NO
104,83,2,2,0,118,111,104,55,104,104,52,NO
32,17,1,1,0,32,32,32,32,32,32,32,NO
227,17,3,2,0,331,279,226,93,227,226,75,NO
197,42,4,3,0,219,208,187,52,197,187,49,NO
75,57,2,2,0,87,81,75,40,75,75,37,NO
28,17,1,1,0,28,28,28,28,28,28,28,NO
52,18,2,2,0,56,54,52,27,52,52,26,NO
429,49,3,2,0,583,506,428,168,429,428,143,NO
103,17,2,2,0,164,134,104,67,104,104,52,NO
35,17,1,1,0,35,35,35,35,35,35,35,NO
98,17,2,2,0,100,99,98,49,98,98,49,NO
79,22,3,2,0,109,94,78,31,79,78,26,NO
360,146,3,2,0,380,370,359,123,360,359,120,NO
545,58,1,1,0,545,545,545,545,545,545,545,NO
81,20,1,1,0,81,81,81,81,81,81,81,NO
168,40,1,1,0,168,168,168,168,168,168,168,NO
487,115,1,1,0,487,487,487,487,487,487,487,NO
124,31,1,1,0,124,124,124,124,124,124,124,NO
536,71,1,1,0,536,536,536,536,536,536,536,NO
133,35,1,1,0,133,133,133,133,133,133,133,NO
151,24,1,1,0,151,151,151,151,151,151,151,NO
147,41,1,1,0,147,147,147,147,147,147,147,NO
126,86,1,1,0,126,126,126,126,126,126,126,NO
249,33,1,1,0,249,249,249,249,249,249,249,NO
410,223,1,1,0,410,410,410,410,410,410,410,NO
204,51,1,1,0,204,204,204,204,204,204,204,NO
50,17,1,1,0,50,50,50,50,50,50,50,NO
184,40,1,1,0,184,184,184,184,184,184,184,NO
61,49,1,1,0,61,61,61,61,61,61,61,NO
167,69,1,1,0,167,167,167,167,167,167,167,NO
80,47,1,1,0,80,80,80,80,80,80,80,NO
83,31,1,1,0,83,83,83,83,83,83,83,NO
547,174,1,1,0,547,547,547,547,547,547,547,NO
198,60,1,1,0,198,198,198,198,198,198,198,NO
140,45,1,1,0,140,140,140,140,140,140,140,NO
178,49,1,1,0,178,178,178,178,178,178,178,NO
67,17,1,1,0,67,67,67,67,67,67,67,NO
138,35,1,1,0,138,138,138,138,138,138,138,NO
170,33,1,1,0,170,170,170,170,170,170,170,NO
87,28,1,1,0,87,87,87,87,87,87,87,NO
85,24,1,1,0,85,85,85,85,85,85,85,NO
178,31,1,1,0,178,178,178,178,178,178,178,NO
75,59,1,1,0,75,75,75,75,75,75,75,NO
209,32,1,1,0,209,209,209,209,209,209,209,NO
57,35,1,1,0,57,57,57,57,57,57,57,NO
521,106,1,1,0,521,521,521,521,521,521,521,NO
573,113,1,1,0,573,573,573,573,573,573,573,NO
148,15,1,1,0,148,148,148,148,148,148,148,NO
173,60,1,1,0,173,173,173,173,173,173,173,NO
147,53,1,1,0,147,147,147,147,147,147,147,NO
763,348,1,1,0,763,763,763,763,763,763,763,NO
209,35,1,1,0,209,209,209,209,209,209,209,NO
54,25,1,1,0,54,54,54,54,54,54,54,NO
38,20,1,1,0,38,38,38,38,38,38,38,NO
98,42,1,1,0,98,98,98,98,98,98,98,NO
38,17,1,1,0,38,38,38,38,38,38,38,NO
94,42,1,1,0,94,94,94,94,94,94,94,NO
